#Brand;BrandDescription;TotalQuantitySales;TotalQuantityPurchase;Profit;MarginPercent
2656;Cutty Sark;9282;9746;47987.26;25
1415;Old Grand Dad;9981;10058;34344.57;33
5245;Le Reviseur XO Cognac;10;60;-3316.50;-77
5148;St Brendans Irish Cream;4656;4697;21348.95;32
435;Il Tramonto Limoncello;7807;8351;25200.64;24
17967;Banfi Principessa Gavia Gav;4362;4445;22971.18;58
2122;Canadian Club 1858;13149;13195;35384.41;34
2864;Silo Reserve Gin;3;7;-79.41;-41
26861;Camigiliano Brunello Di Mont;77;84;854.91;38
27879;I Perazzi La Mozza Sangioves;28;120;-917.08;-65
27286;Ch Malartic-Lagraviere PL 07;26;48;-310.66;-19
23498;Coste di Brenta Cerasuolo;17;24;4.91;3
11060;Craggy Range Te Kahu Rd;15;36;-180.03;-38
2818;Rough Rider Straight Bourbon;1202;1328;5697.02;17
41614;Ridge Pagoni Ranch Znfdl;120;146;916.26;25
24146;Louis Latour 12 Marsannay Bl;1168;1720;575.52;3
8700;Beringer Knights Vly Cab Svg;4961;5682;43414.47;46
15300;Riunite D'Oro Moscato;7;24;-56.47;-57
1657;Dalwhinnie Distillers Edtion;1013;1042;17278.55;32
2048;The London No 1 Gin;740;997;49.23;0
26167;KJ Jackson Est Cab Svgn Alex;18;30;-63.78;-12
35442;Borsao Tres Picos Garnacha;8681;8948;46862.11;64
37822;Frescobaldi Chianti RSV Nip;10570;12078;38282.64;27
26078;Locations CA Red;164;168;1211.08;44
26682;Feudi d San Gregorio Patrimo;64;107;-464.32;-13
24699;Alfred Gratien Champagne Bru;161;256;-385.53;-5
24602;Terre del Barolo Barbrsco 10;73;96;-10.05;-1
16890;The Seeker Pinot Noir;1941;2780;-2513.81;-13
42752;Five Oaks Chard Cal;235;240;276.25;45
23519;Slow Press Chard;984;1507;-5525.86;-37
26558;King Est Pnt Nr Ore;1048;1544;1793.76;7
24684;F Coppola Vendetta Cab/Malbc;196;294;27.22;1
8017;Pepe Lopez Premium Tequila;120;132;282.60;27
62;Herradura Silver Tequila;3125;3200;28119.75;31
19275;Stones Currant Ginger Flavor;47;48;173.81;51
5598;Integre Raspberry Vodka;559;3284;-10313.75;-79
2563;Greenore Irish Whiskey;306;477;-2077.03;-13
43808;R M Woodbridge Pnt Nr Cal;5859;6139;14571.87;72
11016;Franzia Fruity Red Sangria;13;18;11.17;12
2132;Lord Calvert Canadian;8581;8644;24836.07;28
42643;Echelon CA Pnt Grigio;8;12;-3.32;-3
25643;Kunde Magnolia Lane Svgn Bl;559;614;3158.95;65
23050;Stonestreet Est Chard Sonoma;28;45;-35.93;-4
7977;M & R X Dry Vermouth;8328;8339;24901.61;40
25458;Seven Hills Cab Svgn Columbi;102;121;526.35;29
34474;Livingston Chianti Cal;20;30;16.70;12
17361;Grateful Red Redhawk Pnt Nr;225;227;1347.47;51
5270;Southern Comfort;35161;36025;-6547.44;-12
26066;Bell'Agio Rosso Dolce;1252;2112;-6515.44;-36
22339;Heartland Spice Trader Sh/CS;622;677;3803.62;62
24924;Sea Smoke Sea Spray Blanc;16;42;-1012.22;-45
25361;Honig Cab Svgn;23;36;-29.83;-6
15466;Mirassou Moscato;2118;2177;8031.51;61
4298;Bacardi Raspberry Rum;11729;13120;1902.91;20
290;Aberlour A'Bunadh Sngle Malt;874;1254;15007.56;31
8620;Sambuca Romana;11367;11608;37310.17;37
17489;Ch St Pierre Rose;951;969;5123.67;60
19199;La Crema Pnt Gris Monterey;3538;3584;18875.58;46
15428;Ruffino Prosecco Sparkling;12449;12807;43533.93;43
20761;Lamole Grand Selezione Blk;28;78;-862.80;-45
864;Montezuma Tequila Gold;117;132;245.79;36
2639;Bowmore Darkest Islay 15 Yr;377;500;1030.23;4
7430;New Amsterdam Vodka;156;171;268.17;17
21275;Honoro Vera Blanco Rueda;4;24;-133.16;-75
31160;Monsanto Chianti Clsc RSV;3290;3357;27984.42;63
21769;Eden Sparkling Cider;36;102;-257.52;-42
14663;Spellbound Merlot;1724;1859;6645.74;41
12473;Ch Beauchene CDR White RSV;1799;1893;6652.94;44
11367;Two Oceans WstrnCape Svgn Bl;2187;2207;7605.64;57
21046;Eden Ice Windfall Orchard;20;24;126.28;54
45831;Lake Sonoma Chard RRV;1245;1307;6455.19;43
5316;Amaretto DiSaronno;32869;34262;12817.87;20
21504;Ponte Vinho Verde;72;84;148.08;26
12116;Lindemans Bin 85 Pnt Grigio;1796;1847;5483.42;38
4254;Remy Martin 1738 Accord Royl;2837;3503;-9588.66;-12
12073;Montevina Cab Svgn;10;24;-86.82;-48
309;Woodford Rsv PS The District;1;2;-23.69;-34
8446;Richards Wild Irish Rose Red;2204;2241;2803.72;27
2734;Nikka Pure Malt whiskey;728;970;-3557.78;-7
25740;Oberon Chardonnay;333;339;1149.48;27
2277;Kilbeggan Irish Whiskey;1546;4244;-52002.78;-72
20648;Pleasures Pnt Nr;1;24;-214.49;-94
19740;Ch St Jean Alexander Cab Svg;1030;1066;13117.00;112
2788;Laphroaig 10 Yr Single Malt;7748;7861;101299.88;41
18337;Mile Marker Pnt Nr;481;498;3014.59;59
38108;Canyon Oaks Shiraz Cal;15;36;-56.67;-39
26026;Ch Capbern Gasqueton St Este;207;313;110.27;2
15979;Moonlight Meadery Wild;1236;1407;4180.56;35
9037;Prairie Organic Cucumber Vod;3717;3769;29140.66;65
16877;Ninety+Cellars Lot 53 Cab Sv;5743;6098;18975.89;51
2166;The Macallan Double Cask 12;1732;2015;98245.68;0
694;Hiram Walker Creme de Cassis;236;237;479.93;33
27067;A Bichot Rochegres 14 Moulin;4;61;-1724.73;-90
8450;E & J Brandy VS;9420;9424;56964.16;44
20745;Kono Svgn Bl;817;829;3933.57;60
36123;Qupe Central Coast Syrah Cal;699;747;4557.29;52
12475;Ch Beauchene Prm Terroir CDR;7;24;-168.99;-56
5415;Amaretto di Amore;7614;7675;42096.11;65
8677;Wild Turkey Rare Breed;804;830;7104.86;31
24371;Tozai Typhoon Sake;5;6;17.25;28
5480;E & J Superior RSV VSOP;8115;8612;21579.65;32
15746;Snap Dragon Pnt Nr;174;192;381.54;32
40296;Choya Plum Wine;548;614;3078.44;37
21628;Ironside Cab Svgn;43;57;161.69;36
2525;Bird Dog Kentucky Whiskey;1437;2368;-10957.29;-36
14837;Vinum Cellars Petite Sirah;6;48;-367.62;-81
22951;Pierre Andre Meursault;90;254;-4344.08;-49
21117;Wicked Bright Pnt Gr Veneto;395;397;994.58;45
13979;Jos Phelps Pnt Nr;1668;1730;18798.22;48
523;Castello Del Poggio Moscato;13022;13546;34414.64;36
26356;Le Val Grenache Rose;713;791;1958.74;33
8252;Gazdina Rakija Plum Brandy;2050;2098;7592.02;23
5060;Dr McGillicuddy's Butterscth;10338;11108;41323.82;40
15192;Folonari Moscato;209;215;888.86;50
3989;Deep Eddy Lemon Vodka;8966;10368;23986.10;19
8498;R M Woodbridge Svgn Bl Cal;39819;40293;166842.78;71
14194;Caparzo Brnllo di Montalcino;534;606;4833.66;31
4942;Cruzan 151 Aged Rum;1688;2077;2048.10;6
1882;Seagrams 7 Crown;50;144;-283.30;-53
23296;Livingston Burgundy Calif;10;18;-12.80;-14
8202;Sambuca Romana;30590;32375;175223.09;41
24404;Carpineto Valcolomba Verment;301;703;-1937.68;-35
23939;Alias Pnt Nr;2;36;-245.50;-92
25794;Girasole Hybrid Red;44;48;205.84;54
824;Dewars White Label Scotch;6617;6787;37694.71;27
40607;Recanati Galilee Merlot;89;120;162.11;12
32203;Rancho Zabaco Heritage Znfdl;1589;1612;7285.55;54
14280;Cupcake Shiraz;1313;1347;4415.25;66
8200;Chambord Liqueur de France;14063;14744;9906.45;31
35589;Cape Mentelle Sem/Svgn Bl;66;78;177.92;33
803;Bacardi Gold Rum;784;1300;3514.00;27
5713;DeKuyper Sour Apple Pucker;7007;7097;31935.50;40
39765;Grahams 20-Yr Tawny Port;72;76;1032.00;40
19544;Freemark Abbey Viognier;17;36;-174.93;-29
21491;Erre d Herrero Verdejo Rueda;18;36;-97.38;-27
17094;Moscato Pink Bubbly 480 Plt;95;959;3653.79;53
34947;M Chiarlo Moscato D'Asti Ni;1814;1831;8266.18;72
332;Sailor Jerry Spiced Navy Rum;27;47;-177.49;-25
16896;Nicolas Catena Zapata Mendza;69;83;1581.45;27
8000;The Glenlivet 12 Yr Single;13210;13759;168253.26;23
4365;Calypso Silver Rum;2249;6365;-2419.94;-52
41751;Clos du Bois Pnt Grigio Cal;16454;18344;43508.57;38
3409;Crystal Head Vodka;1942;2163;20798.76;30
2830;Serpent's Bite Cider Whiskey;3774;4507;5624.18;12
24800;The Pinot Project Pnt Grigio;143;212;-162.27;-7
26890;Davis Bynum River West Chard;741;1108;-3244.21;-22
109;Mr Boston Blue Curacao;423;445;509.62;23
4153;Jenkins Rum;11208;11283;30607.95;28
42258;Chatom Cab Svgn Calaveras;7;36;-356.51;-72
11828;Cupcake Svgn Bl;47866;48254;169775.46;89
21201;Bota Box Pnt Nr;2702;2750;18534.98;59
26259;CastelGiocondo 11 Brun Montl;14;84;-2675.54;-74
7680;Viniq Shimmery Glow;1104;1337;-5735.20;-22
43747;Terra D'Oro Pnt Grigio;156;168;544.92;41
26695;Dom Ch Moreau Chablis 14 Val;8;96;-1962.96;-88
21761;Ch Riotor Rose Cotes de Prov;22;36;-23.30;-6
702;Skyy Vodka;311;338;1089.29;27
1720;The Peat Monster Scotch;93;180;-2442.33;-32
25210;Siduri Pnt Nr Williamette Vy;1381;1697;4175.03;17
921;El Tesoro Platinum Tequila;173;428;-5377.29;-44
38952;Nora Albarino Rias Baixas;620;685;2590.80;37
29130;Sutter Home White Merlot;28;48;-30.52;-15
8837;Santa Rita 120 Cab Svgn;9273;9350;16929.77;44
20097;Milestone Cab Svgn;14;24;-16.86;-11
4540;Chase Elderflower Liqueur;291;493;-3893.87;-35
5367;Sambuca di Amore;15699;15786;54177.13;59
13489;Don Miguel Gascon Malbec Rsv;3234;3295;19138.81;45
44925;Montsarra Brut Cava;49;61;133.05;22
24419;Bonterra Mendocino Org Chard;13263;14077;54011.39;57
580;Hennessy VSOP Cognac;36;360;6253.20;33
23426;Mt Brave Malbec Mt Veeder;2;13;-450.77;-76
16968;Trentadue Znfdl Alex Vly;533;569;3197.47;52
23647;Ponzi Pinot Noir Rose;685;764;3302.75;32
6126;Sogno di Sorrento Crema Lem;2638;2747;24871.45;50
2780;Bulleit 10 Yr Old Bourbon;3335;3780;27025.85;25
26352;Armas de Guerra Rosado Mncia;773;841;2698.62;33
2652;Michter's American Whiskey;943;1344;-5657.63;-13
45246;Shoofly Shiraz;5418;5431;-586.31;-1
3979;Vesica Potato Vodka;3931;4687;-9385.80;-12
27496;Terra Viva Sangiovese;12;24;-47.88;-25
46599;Primaterra Primitivo;1190;1266;2437.12;26
2332;High West Bourye Whiskey;54;443;-21702.13;-84
33265;El Coto de Rioja Crianza Re;1027;1067;3857.92;49
450;Vincent Van Gogh Double Esp;2075;2238;8168.49;19
29202;La Terre Chard Cal;84;95;120.11;35
2839;Ardmore Legacy Single Malt;804;872;6121.96;26
42420;Yellow Tail Pnt Grigio Ausl;5086;5139;15370.74;65
4896;Hiram Walker Coffee Brandy;7418;7432;30896.22;30
2856;Cragganmore 12-Yr Sngle Malt;682;777;6986.48;21
27494;F Coppola Derctor Jaws Chard;32;168;-1505.76;-71
16749;Ninety+Cellars Lot 50 Prosco;4681;5223;225.00;1
1390;Makers Mark;421;456;3210.43;26
2807;Couvreur Pale Single Malt;23;360;-22849.43;-92
19353;Finca La Linda Rose Malbec;8;24;-118.00;-51
4498;Calvados Boulard Grnd Brandy;702;795;3654.78;16
21231;La Marca Prosecco;11638;11966;21183.34;57
41787;Ferrari-Carano Cab Svgn Alex;1442;1526;11110.50;35
17073;Tomaiolo Pinot Grigio;3417;3589;12855.07;52
17296;Monte Velho Tinto Alentejo R;1954;1970;7408.66;53
21208;Kendall Jackson Grand Rsv Ch;11318;11760;63342.62;52
27014;Jean-Claude Boisset Gev-Chmb;38;181;-5841.95;-69
8660;Drambuie Liqueur;4511;4620;11382.09;25
18627;Viberti Chard;17;36;199.87;184
40258;La Crema Chard Sonoma Coast;119;179;19.94;2
2721;Johnnie Walker Green Label;3172;3736;14132.32;8
22598;Animo Cab Svgn;74;210;-4302.24;-45
2433;Crown Royal X R Extra Rare;635;664;21854.05;36
27698;Double Eagle Red Wine;1;18;-808.83;-92
13895;Mohua Pinot Noir;1072;1121;6209.61;54
3102;Smirnoff Traveler;132501;161386;503706.51;24
40926;Taylor Madeira NY;936;941;1584.16;51
35646;D'Arenberg Footbolt Shiraz;958;994;6646.08;58
5001;Johnnie Walker King George V;11;15;-125.21;-2
22318;Lecciaia Brunello M Reserve;281;379;1695.51;16
39524;Marilyn Merlot Napa;160;446;-3570.78;-46
5527;Fernet Gancia Liqueur;124;288;-2277.40;-44
4250;Zaya Grand Reserva Rum;2712;2798;20662.42;27
12259;Rex Goliath Chard Free Range;46;60;152.74;35
5758;1800 Ultimate Margarita RTD;7568;7621;47670.39;47
14993;Neirano Prosecco;122;144;114.34;26
40561;McManis Merlot Cal;956;964;3478.72;48
35837;Franzia Rhine Tap;13;28;-104.09;-31
1989;Johnnie Walker Black Tin;1950;2054;20788.06;40
29942;Livingston Merlot Cal;2451;2540;11676.81;54
24987;Rock Wall 12 Monte Rosso Znf;79;196;-1930.91;-38
24455;Franciscan Cab Svgn Napa;11732;12258;92190.73;64
26886;Jolivet Pouilly Fume Pascal;26;63;-364.44;-39
44906;Guntrum Rheinhessen;81;133;-230.35;-21
44325;R Young Est Cab Svgn Alexndr;4;6;5.48;3
37387;Truchard Carneros Cab Svgn;227;307;564.14;9
25607;Liparita Cab Svgv;22;36;-75.78;-6
25225;Ch Montelena Cab Svgn 2006;14;16;493.54;32
2767;Johnnie Walker Blue Label;2761;2963;134717.29;33
27868;Chimney Rock Elevage SLD;9;84;-4162.89;-84
23134;Carpano Bianco Vermouth;91;152;-217.43;-10
24396;Dom Prieur Corton-Bressandes;10;26;-1342.94;-42
4689;Hennessy Privilege VSOP;16428;17838;264031.41;44
22457;L'Ecole No 41 Chard Columbia;19;36;-59.07;-11
22358;Seifried Nelson Svgn Blanc;18;24;23.10;9
4309;Paul Masson Gr Amber Brandy;4691;4913;9604.48;28
27168;Finca Villacreces Pruno Ribe;74;95;218.71;18
10162;Veuve Clicquot Brut Yellow;10;12;430.10;22
368;The Macallan 25 Yr Old;21;25;3729.29;15
12387;Desert Wind Cab Svgn;528;709;466.52;6
6269;Sutter Home Cab Svgn;5540;5581;21941.31;73
4303;Calico Jack Spiced Rum;6336;6421;13604.21;36
11449;Cambridge & Sunset Pnt Nr;490;530;2122.90;45
27134;Ca'Bianca Chersi Barbera 12;2;60;-776.02;-95
20213;Casa Ferreirinha Papas Figos;34;36;154.70;44
20251;Round Pond Est Svgn Bl Napa;830;1037;1579.09;10
1127;Granny's Gingerbread Cream;1220;1263;2793.49;24
27163;Rio Madre 14 Rioja Tempranlo;272;648;-1637.44;-35
7832;Sutter Home Svgn Bl;40;60;3.20;1
18600;Perrier Jouet Belle Epoque;274;324;10019.98;43
22901;Hermann J Wiemer Dry Rsl;773;830;3607.67;35
27473;BiancaVigna Spumante Rosa;11;336;-3238.79;-95
33879;Gallo Twin Valley Wh Merlot;696;705;2500.79;55
43425;Chatom Gitano Sangiovese Cal;12;36;-174.84;-51
2624;Dewars 18 Yr Old Founders Rv;644;748;7777.08;22
4225;Goslings Black Seal Bermuda;20017;20089;153500.28;42
22038;Jam Cellars Toast;52;83;-199.39;-14
25597;Kettmeir Pnt Grigio Alto Adi;172;184;900.92;36
38348;Nobilo Icon Svgn Bl Marlboro;2951;3056;13331.93;47
858;Canadian Club;8461;8796;25313.03;32
12124;Gallo Family Vyds Sweet Red;71;84;82.13;30
36138;Renzo Masi Chianti Rufina;817;821;3389.85;56
7327;La Caravedo Puro Quebranta;144;360;-3644.64;-48
29616;Kermit Lynch Cotes du Rhone;2472;2476;12054.48;57
15319;Angoves Nine Vines Moscato;33;49;9.06;2
43545;Carlo Rossi RSV Merlot Cal;12;14;20.28;27
3522;Platinum 7X Distilled Vodka;70351;71899;222480.11;32
3436;Bombay Dry Gin;12094;12950;69468.56;29
18669;Parducci Small Lot Pnt Gris;7;24;-93.59;-52
24840;Honig Svgn Bl Napa;5289;6332;28001.03;52
15470;Achaval Ferrer Quimera;1277;1283;9689.84;49
23473;Auvigue Saint-Veran 13;18;36;-68.94;-18
26419;Roscato Rosso;1676;1898;1275.06;28
2035;Glen Moray Classic Scotch;2868;2893;14844.28;36
3804;Svedka Vodka;29461;30170;78714.37;34
23929;La Mura Blanco;180;192;363.48;41
45526;Natura Chard Casablanca;925;1121;3705.39;56
3863;Evan Williams Honey Reserve;5537;6003;24813.13;27
25727;Chappellet Cab Svgn Pritchrd;14;28;-773.50;-24
2517;Balvenie 14 Yr Caribean Cask;4263;4316;99507.65;50
39574;Morgan Winery Double L Chard;196;306;1975.74;39
26247;Roederer Brut Premier;211;232;3071.17;41
20471;Viu Manet Rsva Chard;27;36;31.63;17
25542;Dom des Chasseignes Sancerre;6;25;-217.81;-64
2130;Bully Boy American Whiskey;1598;1733;9711.37;25
1836;Tyrconnell Irish Whiskey;1120;1269;7533.43;27
4757;Flor De Cana 4 Yr Old Wh Rum;12;15;10.08;6
33204;Piero Broglia Gavi di Gavi;6;8;15.38;15
9388;Hennessy Privilege VSOP;4030;4205;25874.00;36
31345;Cecchi Cern Chianti Clsc RSV;358;391;2042.18;33
27849;Baglio di Grisi Nero d'Avola;52;240;-1480.52;-67
18881;Middle Sister Pnt Nr Goodie;1317;1331;4485.40;52
24753;Girl & Dragon Cab Svgn;2122;2704;3150.46;15
3495;Ketel One Citroen Vodka;4624;4960;48725.56;42
271;Wild Shot Silver Mezcal;110;389;-8849.22;-69
8688;Paul Masson Chablis;762;771;3193.36;63
4349;Sauza Blue Silver;6052;6138;25696.30;35
18640;Fetzer Quartz White Blend;177;248;60.89;7
27900;Franzia Cab Svgn Cal;17;24;3.59;3
22867;Vino Dious Cab Svgn 11;89;118;121.75;11
11154;Canyon Rd Cab Svgn;1180;1191;3426.47;48
43027;Monsanto Monrosso Chianti;24;36;-7.44;-2
26838;St Hilaire Cr de Limoux Rose;3;27;-305.49;-87
44369;Gallo Twin Vly Moscato;120;132;153.96;35
23088;Villa Olmi Prosecco Ex Dry;7;24;-87.91;-55
15085;Franzia Tap Pnt Grigio;582;649;2568.67;33
1920;Bowman Brothers Small Batch;851;934;4459.79;21
1398;Blantons Sgl Barrel Bourbon;5339;5415;82937.76;38
24922;Appolo Vyds China Girl;60;110;-250.30;-22
2611;Dewar's 15 Yr Old Rsv;415;472;419.57;2
26518;Solimar Vinho Verde Branco;422;605;33.68;1
12585;F Coppola Sophia Rsl;17;24;16.07;7
19653;Alias Cab Svgn;83;96;347.69;62
20762;Lamole Chianti Clsco Racolto;892;1005;5736.33;52
10454;Redtree Cab Svgn Cal;16;24;-3.04;-2
22579;Fox Brook Cab Svgn;29;48;-28.65;-12
1114;DiSaronno Etro Icon VAP;2084;2099;10342.08;33
8101;Tanqueray;26684;27081;14141.82;36
25809;Hoopes Napa Cab Svgn;17;46;-647.39;-45
43877;Duckhorn Svgn Bl Napa;2301;2700;15249.99;32
784;Allen's Sour Apple Liqueur;4;16;-45.96;-66
1085;Baileys Pumpkin Spice;3839;3840;19870.21;35
22861;K Vintners Syrah The Hidden;40;48;632.40;29
27124;Winemakers Secret Barrel Red;904;1458;-4032.64;-27
151;Pirassununga Cachaca 51 Rum;362;417;992.88;21
24518;Ray's Station Cab Svgn;5;12;-55.97;-38
13258;ChocoVine;5809;5847;24437.88;64
2124;Collingwood Canadian Whisky;75;317;-5006.88;-69
3508;Llord's Orange Curacao;314;324;474.70;34
8717;Sandeman Rainwater Madeira;296;355;1167.74;33
27797;Casa Lapostolle Merlot;114;134;357.94;32
16793;Gallo Signature Series Pnt N;3;12;-148.35;-62
6477;Avion Tequila 3/50ml Sampler;1977;2764;2446.77;11
21965;Marques de Caceres Blanco Wh;4076;4578;13145.39;61
26821;Estancia Merlot Central Cst;4730;4822;23484.08;99
21534;Broadbent Vinho Verde Rose;2551;2767;8180.27;44
27437;Mommessin Bjls Nouveau;845;1041;1812.17;24
3821;Smirnoff Vanilla Vodka;13161;13363;50206.79;46
27504;Mon Plaisir Minervois Charmi;32;336;-2947.52;-86
19374;The Naked Grape Cab Svgn;36;48;0.12;0
22459;Belcreme de Lys Pnt Nr;1;12;-90.57;-90
23214;White Knight Viognier;11;12;56.73;66
37526;Redwood Creek Pnt Grigio;2;24;-90.86;-88
32367;Cavit Pinot Noir Delle Vene;3242;3272;10191.90;79
3161;New Amsterdam Red Berry;7286;8454;19358.50;34
26730;Hecht & Bannier Langudc Rose;9;107;-920.11;-87
3693;Smirnoff Ruby Red Grapefruit;7252;7362;17642.84;27
14078;Bota Box Malbec;6614;6641;47650.61;64
4141;Wild Turkey American Honey;18598;23925;1532.19;9
15260;Barefoot Cellars Sweet Red;76;92;196.48;29
19847;Nanna's Short Cake Znfdl;581;951;-2600.91;-25
24043;Dom de la Nobl Chinon Rose;7;24;-130.55;-57
18785;Tineta Tinto Fino Ribera Del;35;48;41.81;9
8259;Hornitos Platas Silver;4048;10176;-7066.32;-38
25084;Calera Ctrl Coast Pnt Nr;116;159;398.00;14
8076;Jadot Moulin-a-Vent Jacques;16;24;15.52;6
20152;La Cote Blanche Mcon V Chard;1618;1644;7909.22;54
10631;Little Black Dress Pnt Nr;12;24;-22.92;-15
24514;R8 Chard;16;60;-282.56;-60
13430;Agua de Piedra Malbec Selccn;12148;12674;59217.18;79
23666;Cooks Extra Dry Champagne;389;435;641.51;28
2715;Teeling Single Grain Whiskey;620;879;-7292.41;-21
5609;Integre Vodka;430;7171;-30984.58;-92
28775;C K Mondavi Merlot;2577;2672;9191.47;45
4938;Kapali Coffee;4704;5512;5025.72;13
7878;Allens Coffee Brandy;30882;31200;159376.40;51
26013;Toad Hollow Cab Svgn Lodi;1383;1744;-4409.67;-23
33574;Morgan Winery Syrah G-17 Mon;450;482;2451.02;44
42765;14 Hands Chard Wash;5871;6129;22395.82;62
16320;Ninety+Cellars Lot 42 Pnt Gr;7395;7634;25050.49;56
25696;Bonny Doon Vin Gris de Cigar;4592;4686;16278.58;51
36771;Yellow Tail Merlot Ausl;31154;31192;117713.64;63
38197;La Carraia Sangiovese Umbri;1226;1278;4489.84;44
13872;Yosemite Road Chard;360;396;317.88;34
18884;Hess Treo Winemaker's Blend;947;976;6993.61;74
8155;Black Velvet Plastic;18452;18542;33083.22;54
4858;Kraken Black Spiced Rum;18351;21715;21100.84;137
6389;Carlo Rossi Blush Calif;50;60;66.30;23
23984;Triennes Rose 2012;730;868;2384.22;28
2170;Woodford Reserve Bourbon;10376;12112;5568.88;18
36851;Frey Syrah Organic Mendocino;67;68;341.69;47
25517;Match Book Lake Cnty Cab Svg;1491;1498;1595.81;11
5836;Bauers Obstler Echt;1925;2010;11375.95;30
8673;Skinnygirl Margarita;11256;11267;33363.15;38
25113;Keller Est 13 Cruz Vyd Chard;30;168;-3147.42;-74
3289;Crystal Head Aurora Vodka;554;633;3799.96;13
27250;Forestville Cab Svgn Cal;7;24;-76.31;-58
35650;Penley Est Phoenix Cab Svgn;410;480;1668.30;27
23887;Cycles Gladiator Pnt Nr;39;204;-1296.51;-70
21576;Chalk Hill Chard;2323;2452;15962.45;55
12595;Yellow Tail Svgn Bl;48;82;-56.00;-13
25496;Sierra Cantabria Unica Rsv 0;334;335;1908.26;47
26871;Dom Dionysos Charline CdR Bl;137;154;653.59;36
17611;True Myth Chard;1442;1753;9513.92;104
13693;Toasted Head Untamed Red;535;611;1511.27;33
13670;Stellina di Notte Prosecco;706;882;1178.82;20
20413;Pepperjack Barossa Red;8;12;0.04;0
161;DeKuyper Pineapple;100;120;185.40;17
20091;Dos Minas Malbec;231;272;1240.97;83
21864;Dom Carneros Brut;2513;2551;26296.14;68
1245;Pittyvaich 25 Yr Single Malt;3;7;-1039.96;-46
13546;Lucky Duck Malbec;12;24;-15.96;-26
21622;Lima Loureiro Vino Verde DOC;160;165;683.40;71
16261;The Dreaming Tree CC Chard;3844;4068;13324.00;38
43789;Oakhurst Happy Camp Cab Svgn;187;204;559.81;37
313;Rothman & Winter Violette;135;137;578.00;24
5251;DeKuyper Buttershots Schnpps;45860;46242;12107.16;36
27612;Dominus 13 Christian Moueix;23;30;915.17;18
26652;Arrowood Sonoma Est Cab Svgn;104;116;470.08;36
3386;Skyy Infusions Cranberry;22231;23694;4238.19;24
20863;W Hill Est Chard N Coast;14829;16999;26340.83;18
8875;Freixenet Cordon Negro Brut;956;1009;6864.47;44
24335;Gran Passione Gavi;417;512;1706.95;42
3272;Sobieski Vodka;10722;10743;55878.89;39
1869;Oban 14-Yr Single Malt;9219;9892;152226.93;38
4978;Jacquin Peach Brandy;435;452;1186.67;36
33334;Cavit Pinot Grigio Delle Ve;4421;4490;11906.79;43
3939;Boggy Meadow Switchel Vodka;911;975;5334.64;24
27784;Jadot Monthelle Les Sous 14;3;30;-576.63;-85
21420;Round Hill Common Man Chard;396;432;848.52;37
6654;Veuve Clicquot Brut Yellow;37832;40380;486329.41;44
42422;Firesteed Pnt Nr Ore;14007;15280;68610.73;57
15298;Fish Eye Moscato;6;18;-115.38;-50
42117;Jewell Towne Chardonnay;557;574;2560.53;46
4460;Cruzan Strawberry Rum;54;61;78.01;15
90609;Flavor Essence Variety 5 Pak;83;321;-3382.83;-62
19218;Veuve Clicquot Brut Grande;281;305;9155.54;37
31120;Groth Chard Napa;288;327;2048.10;31
41795;Corbett Canyon Cab Svgn;18;30;-33.18;-12
16179;Perrier Jouet Blason Rose;792;923;11148.56;35
9823;Silo Vodka;59;82;-287.81;-13
4414;Cruzan Pineapple Rum;5422;5527;10742.67;25
1781;Wild Turkey Russell's Rsv;603;746;21003.59;75
24520;I Lauri Spumante Brut Rose;607;793;779.65;11
16646;Cesari Jema Corvina Veronese;89;106;729.03;28
16000;Drouhin Pouilly Fuisse;336;362;2192.62;37
4494;Jenkins French Brandy;7701;7751;58888.86;80
24827;J Phelps Insignia 2012;9;23;-2616.07;-42
43673;Blackstone Montry Pnt Grigio;634;638;2071.80;59
1377;Jim Beam Honey;3765;4370;8546.05;10
31349;Big House Red Cal;6205;6216;16460.43;56
1106;Aberfeldy Single Cask;38;54;1059.92;13
22863;Vino Dious Gruner Veltlnr 13;85;127;-3.20;0
204;Smirnoff Pineapple;11;14;10.99;7
757;Jim Beam Rye;2667;2732;13661.93;36
15899;Kosta Browne Pnt Nr Sonoma C;115;188;-883.19;-8
20124;Bagordi Cosecha Rioja;2;24;-191.38;-87
22938;Black Stallion Carnrs Pnt Nr;1301;1338;7128.87;42
14505;Gazela Vinho Verde;19;24;27.81;17
3758;Margaritaville Gold Tequila;3471;3492;21684.01;43
2448;Seagrams VO Gold;2171;2199;9601.71;38
25614;Bodega Chacra Barda;2;12;-151.26;-75
11769;Carpene Malvolti Prosecco;2;48;-158.86;-94
3228;Ciroc Mango Vodka;7931;10295;-174.56;-1
7993;Stock Italian X Dry Vermouth;6761;6809;9403.97;28
428;Sauza Giro Gold Tequila;2311;2582;7171.80;41
23534;Zenato Alanera Rosso Verones;226;360;231.94;6
25771;Juve y Camps Sweet Rsva Spar;12;30;-133.92;-44
7996;Stock Italian Sweet Vermouth;5308;5384;9181.60;38
18368;Sequin Delicately Pnt Grigio;3295;3411;7907.65;43
16541;Atamisque Assemblage;162;170;1476.88;38
43547;Carlo Rossi RSV Wh Znfdl Cal;14;18;12.68;13
2161;Canadian Club Classic;2923;2957;16328.95;36
